Barrier_Dist,S1mH0m,S2mH0m,S3mH0m,S4mH0m,S5mH0m,S6mH0m,S7mH0m,S8mH0m,S9mH0m,S10mH0m,S11mH0m,S12mH0m,S13mH0m,S14mH0m,S15mH0m,S16mH0m,S17mH0m,S18mH0m,S19mH0m,S20mH0m,S21mH0m,S22mH0m,S23mH0m,S24mH0m,S25mH0m,S1mH0_7m,S2mH0_7m,S3mH0_7m,S4mH0_7m,S5mH0_7m,S6mH0_7m,S7mH0_7m,S8mH0_7m,S9mH0_7m,S10mH0_7m,S11mH0_7m,S12mH0_7m,S13mH0_7m,S14mH0_7m,S15mH0_7m,S16mH0_7m,S17mH0_7m,S18mH0_7m,S19mH0_7m,S20mH0_7m,S21mH0_7m,S22mH0_7m,S23mH0_7m,S24mH0_7m,S25mH0_7m,S1mH1m,S2mH1m,S3mH1m,S4mH1m,S5mH1m,S6mH1m,S7mH1m,S8mH1m,S9mH1m,S10mH1m,S11mH1m,S12mH1m,S13mH1m,S14mH1m,S15mH1m,S16mH1m,S17mH1m,S18mH1m,S19mH1m,S20mH1m,S21mH1m,S22mH1m,S23mH1m,S24mH1m,S25mH1m,S1mH2m,S2mH2m,S3mH2m,S4mH2m,S5mH2m,S6mH2m,S7mH2m,S8mH2m,S9mH2m,S10mH2m,S11mH2m,S12mH2m,S13mH2m,S14mH2m,S15mH2m,S16mH2m,S17mH2m,S18mH2m,S19mH2m,S20mH2m,S21mH2m,S22mH2m,S23mH2m,S24mH2m,S25mH2m,S1mH5m,S2mH5m,S3mH5m,S4mH5m,S5mH5m,S6mH5m,S7mH5m,S8mH5m,S9mH5m,S10mH5m,S11mH5m,S12mH5m,S13mH5m,S14mH5m,S15mH5m,S16mH5m,S17mH5m,S18mH5m,S19mH5m,S20mH5m,S21mH5m,S22mH5m,S23mH5m,S24mH5m,S25mH5m,Barrier_Dist,S1mH0m,S2mH0m,S3mH0m,S4mH0m,S5mH0m,S6mH0m,S7mH0m,S8mH0m,S9mH0m,S10mH0m,S11mH0m,S12mH0m,S13mH0m,S14mH0m,S15mH0m,S16mH0m,S17mH0m,S18mH0m,S19mH0m,S20mH0m,S21mH0m,S22mH0m,S23mH0m,S24mH0m,S25mH0m,S1mH0_7m,S2mH0_7m,S3mH0_7m,S4mH0_7m,S5mH0_7m,S6mH0_7m,S7mH0_7m,S8mH0_7m,S9mH0_7m,S10mH0_7m,S11mH0_7m,S12mH0_7m,S13mH0_7m,S14mH0_7m,S15mH0_7m,S16mH0_7m,S17mH0_7m,S18mH0_7m,S19mH0_7m,S20mH0_7m,S21mH0_7m,S22mH0_7m,S23mH0_7m,S24mH0_7m,S25mH0_7m,S1mH1m,S2mH1m,S3mH1m,S4mH1m,S5mH1m,S6mH1m,S7mH1m,S8mH1m,S9mH1m,S10mH1m,S11mH1m,S12mH1m,S13mH1m,S14mH1m,S15mH1m,S16mH1m,S17mH1m,S18mH1m,S19mH1m,S20mH1m,S21mH1m,S22mH1m,S23mH1m,S24mH1m,S25mH1m,S1mH2m,S2mH2m,S3mH2m,S4mH2m,S5mH2m,S6mH2m,S7mH2m,S8mH2m,S9mH2m,S10mH2m,S11mH2m,S12mH2m,S13mH2m,S14mH2m,S15mH2m,S16mH2m,S17mH2m,S18mH2m,S19mH2m,S20mH2m,S21mH2m,S22mH2m,S23mH2m,S24mH2m,S25mH2m,S1mH5m,S2mH5m,S3mH5m,S4mH5m,S5mH5m,S6mH5m,S7mH5m,S8mH5m,S9mH5m,S10mH5m,S11mH5m,S12mH5m,S13mH5m,S14mH5m,S15mH5m,S16mH5m,S17mH5m,S18mH5m,S19mH5m,S20mH5m,S21mH5m,S22mH5m,S23mH5m,S24mH5m,S25mH5m,Barrier_Dist,S1mH0m,S2mH0m,S3mH0m,S4mH0m,S5mH0m,S6mH0m,S7mH0m,S8mH0m,S9mH0m,S10mH0m,S11mH0m,S12mH0m,S13mH0m,S14mH0m,S15mH0m,S16mH0m,S17mH0m,S18mH0m,S19mH0m,S20mH0m,S21mH0m,S22mH0m,S23mH0m,S24mH0m,S25mH0m,S1mH0_7m,S2mH0_7m,S3mH0_7m,S4mH0_7m,S5mH0_7m,S6mH0_7m,S7mH0_7m,S8mH0_7m,S9mH0_7m,S10mH0_7m,S11mH0_7m,S12mH0_7m,S13mH0_7m,S14mH0_7m,S15mH0_7m,S16mH0_7m,S17mH0_7m,S18mH0_7m,S19mH0_7m,S20mH0_7m,S21mH0_7m,S22mH0_7m,S23mH0_7m,S24mH0_7m,S25mH0_7m,S1mH1m,S2mH1m,S3mH1m,S4mH1m,S5mH1m,S6mH1m,S7mH1m,S8mH1m,S9mH1m,S10mH1m,S11mH1m,S12mH1m,S13mH1m,S14mH1m,S15mH1m,S16mH1m,S17mH1m,S18mH1m,S19mH1m,S20mH1m,S21mH1m,S22mH1m,S23mH1m,S24mH1m,S25mH1m,S1mH2m,S2mH2m,S3mH2m,S4mH2m,S5mH2m,S6mH2m,S7mH2m,S8mH2m,S9mH2m,S10mH2m,S11mH2m,S12mH2m,S13mH2m,S14mH2m,S15mH2m,S16mH2m,S17mH2m,S18mH2m,S19mH2m,S20mH2m,S21mH2m,S22mH2m,S23mH2m,S24mH2m,S25mH2m,S1mH5m,S2mH5m,S3mH5m,S4mH5m,S5mH5m,S6mH5m,S7mH5m,S8mH5m,S9mH5m,S10mH5m,S11mH5m,S12mH5m,S13mH5m,S14mH5m,S15mH5m,S16mH5m,S17mH5m,S18mH5m,S19mH5m,S20mH5m,S21mH5m,S22mH5m,S23mH5m,S24mH5m,S25mH5m
2,3155.145,3983.025,93.482,90.569,82.567,71.841,57.353,43.66,37.123,34.246,31.493,27.93,25.4,23.663,21.921,19.912,18.852,16.722,15.672,14.641,13.639,12.68,10.876,10.766,10.766,2704.475,1487.055,62.177,69.55,61.534,50.375,43.208,39.371,36.527,33.603,30.864,27.589,25.199,23.546,21.866,19.888,18.836,16.714,15.666,14.636,13.635,12.676,10.872,10.76,10.76,1669.545,1186.775,68.254,62.621,58.385,55.957,47.519,39.483,35.687,32.656,30.133,27.138,24.886,23.336,21.743,19.817,18.782,16.68,15.639,14.615,13.618,12.662,10.862,10.752,10.752,705.65,1152.755,96.616,73.041,56.365,45.648,35.139,33.331,31.36,28.469,26.597,24.724,23.169,22.186,21.019,19.387,18.454,16.485,15.486,14.494,13.523,12.586,10.812,10.715,10.715,152.106,133.533,116.763,99.737,80.223,63.69,46.749,34.246,27.354,22.63,19.955,17.281,16.856,16.907,16.83,16.445,16.071,14.993,14.325,13.597,12.832,12.052,10.488,10.481,10.481,5,3155.145,1022.865,589.029,237.991,481.168,27.274,31.915,33.121,31.325,28.342,25.426,21.921,20.499,20.105,19.312,17.982,17.17,15.349,14.398,13.451,12.526,11.64,9.953,9.853,9.853,2704.475,440.602,472.009,238.956,453.099,19.17,22.794,25.363,26.118,25.163,23.529,21.085,20.432,19.969,19.183,17.901,17.1,15.308,14.367,13.428,12.509,11.625,9.944,9.843,9.843,1669.545,387.43,345.815,233.069,444.014,22.085,25.121,23.051,22.335,22.72,22.191,20.49,20.161,19.795,18.997,17.755,16.979,15.23,14.306,13.381,12.474,11.599,9.929,9.831,9.831,704.742,299.034,152.08,192.296,228.433,37.688,33.021,27.55,23.61,19.806,18.74,18.678,18.839,18.621,18.008,16.972,16.314,14.79,13.962,13.118,12.274,11.448,9.841,9.762,9.762,147.812,126.418,101.569,78.468,87.482,90.406,75.431,54.111,40.534,30.029,23.468,18.125,15.485,13.459,12.735,12.871,12.769,12.303,11.931,11.481,10.973,10.426,9.242,9.283,9.283,8,3155.145,1022.865,589.029,237.99,158.605,98.523,99.363,165.864,22.812,24.7,24.244,21.912,21.245,21.002,20.53,19.716,18.46,17.657,15.81,14.834,13.859,12.903,11.026,10.923,10.923,2704.475,440.602,472.009,238.955,145.814,100.94,99.199,165.31,20.304,21.535,21.43,20.969,20.733,20.767,20.263,19.555,18.346,17.564,15.752,14.79,13.825,12.876,11.011,10.907,10.907,1344.785,387.43,345.815,233.069,143.259,97.965,99.422,164.372,18.511,21.83,21.609,20.384,19.996,20.273,19.986,19.319,18.167,17.413,15.655,14.712,13.764,12.828,10.984,10.887,10.887,585.437,299.034,152.08,192.286,132.351,96.488,84.941,145.595,26.145,23.011,19.055,17.788,17.425,18.132,18.259,17.968,17.162,16.571,15.101,14.273,13.418,12.558,10.83,10.766,10.766,146.044,126.412,101.555,78.448,87.571,89.111,76.441,66.145,55.128,45.066,35.781,26.123,21.893,16.752,14.423,12.689,11.868,12.023,11.916,11.691,11.352,10.915,9.832,9.938,9.938
2,2.513848126,2.72707499,0.356664905,0.344151105,0.327255635,0.312954695,0.298145905,0.28153703,0.266659735,0.249863075,0.23575535,0.22038152,0.20959601,0.198718125,0.188596915,0.179269285,0.1746463,0.16543198,0.16086306,0.15634753,0.151820755,0.14736301,0.137454715,0.135816875,0.135816875,1.276621984,1.954659333,0.288965215,0.315700365,0.30937299,0.3022281,0.29248103,0.27899195,0.2657664,0.249194215,0.23501481,0.219828005,0.20911067,0.198267765,0.188153535,0.178794135,0.174161925,0.16492822,0.160348775,0.15582091,0.151280355,0.146805605,0.136870715,0.13520882,0.13520882,0.810353735,1.628726891,0.333744075,0.30645671,0.301899675,0.296386885,0.288669715,0.27624964,0.26416215,0.248231165,0.234388655,0.219370125,0.208715295,0.19795489,0.187871765,0.178499685,0.17386425,0.164629345,0.1600513,0.155523945,0.150983195,0.146507675,0.136573695,0.13490891,0.13490891,0.658135328,1.259429209,0.317470435,0.325751705,0.27874689,0.28198393,0.278667975,0.26837446,0.257635495,0.24389207,0.23134864,0.217092245,0.20687806,0.196520825,0.18663355,0.177236105,0.17260085,0.163394895,0.158839055,0.15433513,0.14981255,0.145355825,0.135476695,0.13382604,0.13382604,0.60074829,0.506362735,0.42283957,0.358218195,0.31159512,0.28315466,0.26538521,0.253409515,0.24318348,0.23081193,0.219710945,0.206943455,0.19768261,0.188587575,0.1796945,0.17082075,0.166396555,0.15762384,0.153285515,0.148985395,0.14464888,0.140414655,0.13113087,0.129750905,0.129750905,5,2.252720833,0.97793442,0.860310445,0.63289574,0.967097447,0.21313637,0.227600195,0.234098695,0.23155198,0.22340951,0.21316022,0.20062355,0.19153189,0.182631865,0.17364089,0.16489955,0.16056359,0.15204666,0.147829575,0.1436649,0.13980791,0.136129125,0.126389345,0.122247505,0.122247505,1.114297324,0.78859209,0.79781463,0.62266566,0.894287846,0.20009058,0.22103588,0.23028712,0.227759975,0.2211278,0.21181074,0.199836435,0.19093968,0.18202048,0.1730278,0.16429171,0.15995172,0.15141678,0.147194415,0.1430219,0.139151535,0.135476065,0.12571102,0.12156244,0.12156244,0.632528529,0.825561395,0.71644459,0.616562355,0.867566054,0.1916588,0.220692215,0.23170608,0.2289757,0.219576685,0.21089441,0.199369265,0.19057755,0.181697035,0.17266078,0.16394836,0.15961491,0.15109075,0.14687245,0.142702835,0.138832765,0.135164775,0.125401925,0.12125077,0.12125077,0.560557937,0.698612905,0.60601868,0.565873685,0.29262893,0.10025066,0.211237985,0.23305327,0.23086973,0.22126091,0.210524325,0.198199695,0.18953557,0.18057062,0.171321625,0.162516535,0.158236895,0.14979201,0.145605435,0.14146938,0.13762115,0.13400583,0.1243034,0.120153185,0.120153185,0.56083569,0.503790645,0.45153513,0.423849205,0.368118335,0.30948515,0.280867341,0.257858433,0.241373601,0.223628045,0.20940847,0.1949594,0.18546503,0.176295865,0.16704099,0.157737335,0.15319587,0.14433453,0.1403579,0.13640564,0.13275228,0.129381055,0.12029181,0.116259895,0.116259895,8,2.206827557,0.911600466,0.751906135,0.50351024,0.424602299,0.406607178,0.54000682,0.70733728,0.21656916,0.22341471,0.22259169,0.214723185,0.20830378,0.19692535,0.18856202,0.179618315,0.170142145,0.165338145,0.15577324,0.15108518,0.146393705,0.141815,0.13176122,0.129589605,0.129589605,1.069464415,0.724745238,0.69530323,0.488765795,0.418470345,0.414422816,0.52953884,0.684961195,0.208466735,0.218983765,0.219745435,0.213456495,0.20762052,0.19644892,0.188149505,0.1791719,0.169706285,0.16489301,0.155294915,0.150581385,0.145869015,0.14126779,0.1311875,0.12899404,0.12899404,0.397200704,0.760468937,0.62172608,0.478014275,0.413878817,0.420399856,0.51799225,0.661521165,0.202033035,0.21819224,0.21914535,0.212830085,0.2072329,0.1962212,0.187932865,0.178931815,0.16946197,0.16464304,0.1550253,0.15030183,0.14558054,0.14097236,0.13089485,0.12869887,0.12869887,0.664708139,0.637865379,0.52911667,0.454025545,0.411588652,0.42726169,0.448194955,0.42819144,0.131420627,0.21212659,0.21669454,0.21150018,0.206118535,0.19527262,0.18695455,0.17797371,0.168504945,0.16366787,0.1539854,0.149221105,0.14446434,0.13983704,0.129805605,0.127619005,0.127619005,0.525229065,0.462979495,0.408682315,0.386339577,0.373709418,0.351406512,0.319322831,0.289667835,0.252772375,0.217109717,0.206915046,0.19940578,0.194414015,0.1852097,0.178287535,0.170527875,0.162216185,0.157805745,0.14892299,0.14438762,0.139741595,0.135217935,0.125576115,0.12341914,0.12341914
